,player_name,wins,loss,player_agent,player_kills,player_deaths,player_assists,player_first_bloods,player_first_deaths,player_clutches,player_combat_score,bracket,region,KPR,KPR_Variance
1531,XiMiLu,1,0,Skye,13,17,13,2,1,0,176.58,game-changers,INTL,0.54,0.41
1532,WawaLee,1,0,Viper,10,17,5,2,1,0,127.54,game-changers,INTL,0.42,0.33
1533,Lizhi,1,0,Raze,27,16,4,6,5,0,330.83,game-changers,INTL,1.12,1.44
1534,Clem,1,0,Killjoy,17,16,3,3,3,2,200.29,game-changers,INTL,0.71,0.54
1560,ICamii,1,0,Viper,20,13,4,2,1,0,299.37,game-changers,LATAM,1.05,1.0
1561,JuW,1,0,Jett,20,10,4,7,4,0,297.58,game-changers,LATAM,1.05,0.68
1562,ChloeZerA,1,0,Killjoy,9,12,0,1,1,0,128.47,game-changers,LATAM,0.47,0.57
1563,mmonch,1,0,Harbor,15,7,9,0,1,1,216.53,game-changers,LATAM,0.79,0.9
1564,Ivy,1,0,Skye,11,9,13,0,2,0,171.79,game-changers,LATAM,0.58,0.56
1608,dodonut,1,0,Jett,23,17,2,3,3,1,251.5,game-changers,NA,0.88,0.56
1690,srN,1,0,Jett,22,12,0,6,5,0,298.9,game-changers,BR,1.1,1.19
1691,antg,1,0,Skye,14,14,10,2,0,0,225.0,game-changers,BR,0.7,0.81
1692,sayuri,1,0,Harbor,12,11,10,1,1,0,174.85,game-changers,BR,0.6,0.44
1693,mell1,1,0,Viper,8,8,2,0,2,0,124.5,game-changers,BR,0.4,0.44
1694,nanah,1,0,Killjoy,16,11,1,3,0,1,212.75,game-changers,BR,0.8,0.66
1790,Vania,1,0,Omen,22,13,15,0,1,0,279.68,vct-international,EMEA,1.0,1.27
1791,Alkyia,1,0,Jett,20,18,3,5,5,1,249.0,vct-international,EMEA,0.91,1.26
1792,eva,1,0,Skye,22,13,10,2,1,0,297.23,vct-international,EMEA,1.0,0.73
1793,Felipa,1,0,Breach,16,14,7,1,1,0,199.73,vct-international,EMEA,0.73,0.65
1794,rayka,1,0,Cypher,9,15,7,1,5,0,121.86,vct-international,EMEA,0.41,0.51
1815,m4ndfreak,1,0,Breach,20,12,8,2,1,0,243.9,game-changers,BR,0.95,1.19
1816,krysme,1,0,Killjoy,9,13,0,5,1,0,130.33,game-changers,BR,0.43,0.34
1818,lissA,1,0,Astra,16,12,8,2,2,1,201.95,game-changers,BR,0.76,0.75
1819,jellykitt,1,0,Raze,22,15,3,3,3,0,291.81,game-changers,BR,1.05,1.09
1825,conir,1,0,Omen,17,3,15,0,0,0,303.0,vct-challengers,LATAM,1.21,1.31
1826,micaela,1,0,Jett,13,5,2,5,1,0,232.5,game-changers,LATAM,0.93,0.49
1827,shyz,1,0,KAY/O,14,7,11,4,1,0,290.86,game-changers,LATAM,1.0,1.57
1828,romi,1,0,Killjoy,15,3,4,2,0,0,286.79,game-changers,LATAM,1.07,1.07
1829,kalita,1,0,Sova,9,4,8,1,0,0,172.64,game-changers,LATAM,0.64,0.52
1830,roxi,0,1,Cypher,17,15,2,5,1,1,234.33,game-changers,EMEA,0.81,0.63
1831,Glance,0,1,Viper,10,14,5,1,2,0,135.05,game-changers,EMEA,0.48,0.34
1832,mimi,0,1,Skye,15,16,11,0,1,0,195.52,game-changers,EMEA,0.71,0.68
1833,Petra,0,1,Raze,15,14,3,2,6,1,210.71,game-changers,EMEA,0.71,0.78
1834,sarah2,0,1,Brimstone,7,17,5,2,1,0,117.57,game-changers,EMEA,0.33,0.22
1843,dodonut,0,1,Raze,4,14,4,1,2,0,134.64,game-changers,NA,0.29,0.2
1860,Petra,1,0,Skye,5,17,4,1,4,0,86.36,game-changers,EMEA,0.23,0.27
1861,mimi,1,0,Viper,22,11,5,2,1,1,285.05,game-changers,EMEA,1.0,1.27
1862,Glance,1,0,Omen,16,11,16,0,2,1,187.95,game-changers,EMEA,0.73,0.65
1863,roxi,1,0,Killjoy,14,12,3,4,0,0,176.0,game-changers,EMEA,0.64,0.78
1864,sarah2,1,0,Raze,18,18,2,5,3,0,236.0,game-changers,EMEA,0.82,0.88
1870,srN,1,0,Jett,31,11,3,9,1,0,461.0,game-changers,BR,1.72,1.53
1871,antg,1,0,Skye,12,11,15,1,1,1,179.28,game-changers,BR,0.67,0.44
1872,sayuri,1,0,Harbor,13,10,8,1,1,0,183.89,game-changers,BR,0.72,0.87
1873,mell1,1,0,Viper,11,7,7,2,0,0,167.11,game-changers,BR,0.61,0.79
1874,nanah,1,0,Killjoy,8,8,2,1,1,0,116.39,game-changers,BR,0.44,0.47
1875,m4ndfreak,0,1,KAY/O,10,16,6,1,6,0,205.78,game-changers,BR,0.56,1.14
1876,krysme,0,1,Killjoy,8,15,0,0,2,0,113.94,game-changers,BR,0.44,0.47
1878,lissA,0,1,Astra,8,16,3,0,3,0,131.72,game-changers,BR,0.44,0.47
1879,jellykitt,0,1,Jett,14,13,3,3,1,0,233.17,game-changers,BR,0.78,0.95
1880,Vania,0,1,Brimstone,15,15,8,1,1,0,222.29,vct-international,EMEA,0.71,0.87
1881,Alkyia,0,1,Raze,11,19,6,5,6,0,171.05,vct-international,EMEA,0.52,0.44
1882,eva,0,1,Sage,15,16,3,1,0,0,221.71,vct-international,EMEA,0.71,0.78
1883,Felipa,0,1,Breach,10,15,10,0,2,0,140.76,vct-international,EMEA,0.48,0.82
1884,rayka,0,1,Cypher,13,16,2,0,4,1,166.76,vct-international,EMEA,0.62,1.0
1885,Petra,1,0,Skye,14,13,8,4,2,0,203.95,game-changers,EMEA,0.67,1.46
1886,mimi,1,0,Breach,18,13,9,2,1,0,246.24,game-changers,EMEA,0.86,1.27
1887,Glance,1,0,Brimstone,9,13,11,0,1,0,128.67,game-changers,EMEA,0.43,0.44
1888,roxi,1,0,Killjoy,18,12,2,1,2,2,212.95,game-changers,EMEA,0.86,0.69
1889,sarah2,1,0,Raze,22,13,3,6,1,0,295.0,game-changers,EMEA,1.05,1.09
1965,Vania,1,0,Astra,18,10,15,0,2,0,224.77,vct-international,EMEA,0.82,0.69
1966,eva,1,0,Sova,11,12,6,0,0,0,132.95,vct-international,EMEA,0.5,0.89
1967,Felipa,1,0,Breach,14,12,17,0,2,1,155.14,vct-international,EMEA,0.64,0.6
1968,rayka,1,0,Killjoy,15,15,9,1,0,0,214.05,vct-international,EMEA,0.68,0.76
1969,Alkyia,1,0,Jett,36,15,6,13,4,0,464.59,vct-international,EMEA,1.64,2.6
2035,romi,1,0,Viper,12,8,6,1,1,0,193.71,game-changers,LATAM,0.71,0.68
2036,micaela,1,0,Raze,17,9,2,1,3,1,246.65,game-changers,LATAM,1.0,0.82
2037,shyz,1,0,Sage,12,8,7,3,2,0,198.29,game-changers,LATAM,0.71,0.44
2038,kalita,1,0,Skye,11,12,5,3,1,0,172.94,game-changers,LATAM,0.65,0.7
2039,conir,1,0,Brimstone,17,7,7,2,0,0,273.12,vct-challengers,LATAM,1.0,0.94
2040,romi,1,0,Viper,17,5,3,3,1,1,284.67,game-changers,LATAM,1.13,1.58
2041,kalita,1,0,Skye,7,11,11,1,5,0,148.0,game-changers,LATAM,0.47,0.25
2042,shyz,1,0,Sage,6,7,10,1,0,0,122.13,game-changers,LATAM,0.4,0.24
2043,conir,1,0,Harbor,10,8,6,0,0,0,187.4,vct-challengers,LATAM,0.67,0.49
2044,micaela,1,0,Raze,26,7,3,4,0,0,452.93,game-changers,LATAM,1.73,1.53
2070,Petra,1,0,Skye,11,12,7,0,1,0,186.29,game-changers,EMEA,0.65,0.58
2071,mimi,1,0,Breach,17,11,13,1,2,0,298.06,game-changers,EMEA,1.0,1.06
2072,Glance,1,0,Omen,23,9,16,1,1,0,335.0,game-changers,EMEA,1.35,1.17
2073,roxi,1,0,Cypher,13,7,3,2,1,1,192.71,game-changers,EMEA,0.76,0.77
2074,sarah2,1,0,Raze,11,11,4,3,5,0,182.88,game-changers,EMEA,0.65,0.58
2090,m4ndfreak,0,1,Breach,16,16,10,0,1,2,215.18,game-changers,BR,0.73,1.02
2091,krysme,0,1,Killjoy,16,17,2,2,4,1,192.86,game-changers,BR,0.73,0.93
2093,lissA,0,1,Astra,10,19,10,0,2,1,144.82,game-changers,BR,0.45,0.52
2094,jellykitt,0,1,Raze,21,19,3,7,3,0,269.82,game-changers,BR,0.95,1.04
2095,bizerra,1,0,Killjoy,12,14,6,2,2,0,182.27,game-changers,BR,0.55,0.61
2096,bstrdd,1,0,Raze,23,13,5,3,3,0,275.64,game-changers,BR,1.05,0.77
2097,daiki,1,0,Skye,15,13,11,2,4,1,165.45,game-changers,BR,0.68,0.67
2098,isaa,1,0,Viper,23,13,10,5,0,0,288.64,game-changers,BR,1.05,1.41
2099,Joojina,1,0,Omen,18,14,10,1,0,0,210.68,game-changers,BR,0.82,0.69
2110,Petra,1,0,Skye,14,18,7,3,5,0,175.59,game-changers,EMEA,0.64,0.6
2111,mimi,1,0,Breach,18,14,14,1,1,1,210.73,game-changers,EMEA,0.82,1.06
2112,Glance,1,0,Brimstone,15,15,9,1,1,1,179.5,game-changers,EMEA,0.68,0.49
2113,roxi,1,0,Killjoy,14,15,9,1,1,0,200.73,game-changers,EMEA,0.64,1.05
2114,Mary,1,0,Raze,25,15,10,4,4,0,327.23,game-changers,EMEA,1.14,0.85
2115,Vania,0,1,Brimstone,20,17,4,3,2,1,258.27,vct-international,EMEA,0.91,0.9
2116,eva,0,1,KAY/O,18,19,12,3,1,0,235.41,vct-international,EMEA,0.82,0.79
2117,Felipa,0,1,Breach,15,17,9,1,1,0,194.18,vct-international,EMEA,0.68,0.4
2118,rayka,0,1,Killjoy,9,17,5,1,2,1,106.95,vct-international,EMEA,0.41,0.33
2119,Alkyia,0,1,Raze,15,16,7,4,4,2,209.09,vct-international,EMEA,0.68,0.58
2125,ICamii,1,0,Sage,22,18,7,1,1,0,237.54,game-changers,LATAM,0.85,0.82
2126,mmonch,1,0,Viper,19,19,9,3,2,0,218.81,game-changers,LATAM,0.73,1.04
2127,Ivy,1,0,Skye,19,18,9,1,3,0,205.12,game-changers,LATAM,0.73,0.66
2128,Ciao,1,0,Brimstone,26,19,9,4,4,2,264.46,game-changers,LATAM,1.0,1.0
2129,JuW,1,0,Raze,14,21,9,2,5,0,177.15,game-changers,LATAM,0.54,0.63
2153,florescent,1,0,Jett,18,14,6,4,1,0,273.0,vct-challengers,NA,0.95,0.79
2175,Vania,1,0,Omen,22,15,16,1,2,2,259.88,vct-international,EMEA,0.92,0.66
2176,eva,1,0,Sova,22,14,5,3,1,0,243.42,vct-international,EMEA,0.92,0.91
2177,Felipa,1,0,Breach,11,16,17,1,1,0,131.96,vct-international,EMEA,0.46,0.25
2178,Wens,1,0,Killjoy,15,18,2,2,3,1,172.21,vct-international,EMEA,0.62,1.15
2179,Alkyia,1,0,Jett,20,17,1,5,5,0,237.42,vct-international,EMEA,0.83,1.31
2185,bizerra,1,0,Sova,22,9,9,2,2,1,307.8,game-changers,BR,1.1,0.99
2186,bstrdd,1,0,Jett,21,13,4,3,5,0,279.3,game-changers,BR,1.05,1.75
2187,daiki,1,0,Breach,6,11,15,0,0,1,112.35,game-changers,BR,0.3,0.41
2188,isaa,1,0,Killjoy,11,15,3,3,2,0,161.75,game-changers,BR,0.55,0.55
2189,Joojina,1,0,Omen,14,12,4,2,1,0,189.55,game-changers,BR,0.7,0.61
2200,Vania,1,0,Omen,28,12,9,5,2,0,430.06,vct-international,EMEA,1.56,0.91
2201,eva,1,0,Sage,12,8,9,0,0,1,173.61,vct-international,EMEA,0.67,0.78
2202,Felipa,1,0,Raze,6,14,5,1,6,0,108.78,vct-international,EMEA,0.33,0.33
2203,rayka,1,0,Cypher,14,10,4,1,0,0,209.72,vct-international,EMEA,0.78,0.73
2204,Alkyia,1,0,Jett,15,12,2,3,0,0,208.06,vct-international,EMEA,0.83,1.14
2205,Petra,0,1,Skye,12,17,7,3,1,0,233.78,game-changers,EMEA,0.67,0.78
2206,mimi,0,1,Breach,8,14,4,0,3,0,136.94,game-changers,EMEA,0.44,0.25
2207,Glance,0,1,Omen,7,17,6,2,0,0,126.0,game-changers,EMEA,0.39,0.24
2208,roxi,0,1,Cypher,15,13,1,1,1,0,220.83,game-changers,EMEA,0.83,0.69
2209,Mary,0,1,Raze,14,14,4,2,5,0,260.94,game-changers,EMEA,0.78,1.06
2215,conir,1,0,Omen,11,9,8,0,0,0,173.72,vct-challengers,LATAM,0.61,0.24
2216,shyz,1,0,KAY/O,16,11,8,0,2,0,240.67,game-changers,LATAM,0.89,0.77
2217,romi,1,0,Killjoy,16,8,3,1,1,0,232.17,game-changers,LATAM,0.89,0.77
2218,micaela,1,0,Jett,13,9,3,5,3,0,203.06,game-changers,LATAM,0.72,0.53
2219,kalita,1,0,Sova,14,7,7,4,2,0,216.06,game-changers,LATAM,0.78,0.51
2240,bizerra,0,1,Killjoy,13,14,0,0,1,0,199.28,game-changers,BR,0.72,0.53
2241,bstrdd,0,1,Jett,4,14,1,1,6,1,77.0,game-changers,BR,0.22,0.28
2242,daiki,0,1,Skye,12,14,5,1,3,0,176.0,game-changers,BR,0.67,0.78
2243,isaa,0,1,Viper,12,14,1,2,2,0,209.83,game-changers,BR,0.67,1.33
2244,Joojina,0,1,Omen,6,13,5,1,1,0,112.44,game-changers,BR,0.33,0.56
2245,m4ndfreak,1,0,Breach,19,11,9,2,0,0,291.72,game-changers,BR,1.06,1.5
2246,krysme,1,0,Killjoy,10,10,2,3,0,0,148.61,game-changers,BR,0.56,0.36
2248,lissA,1,0,Omen,6,8,9,0,1,0,98.39,game-changers,BR,0.33,0.33
2249,jellykitt,1,0,Jett,18,6,0,5,4,1,259.83,game-changers,BR,1.0,1.11
2250,m4ndfreak,1,0,Breach,23,11,19,1,0,1,344.68,game-changers,BR,1.21,2.48
2251,krysme,1,0,Killjoy,13,12,3,5,4,0,187.26,game-changers,BR,0.68,0.74
2253,lissA,1,0,Brimstone,16,11,11,1,3,1,239.0,game-changers,BR,0.84,1.19
2254,jellykitt,1,0,Raze,25,14,5,4,0,0,367.26,game-changers,BR,1.32,0.95
2255,srN,0,1,Raze,10,18,4,2,5,1,143.63,game-changers,BR,0.53,0.67
2256,antg,0,1,Brimstone,18,15,7,2,3,0,278.32,game-changers,BR,0.95,1.0
2257,sayuri,0,1,Breach,12,17,7,0,0,0,158.89,game-changers,BR,0.63,0.65
2258,mell1,0,1,Sage,9,17,7,2,1,0,138.05,game-changers,BR,0.47,0.46
2259,nanah,0,1,Cypher,10,18,5,2,2,0,153.21,game-changers,BR,0.53,0.67
2269,dodonut,0,1,Raze,23,16,5,7,2,1,295.46,game-changers,NA,0.96,0.87
2300,YusinGC,1,0,Omen,15,15,12,0,0,0,202.77,game-changers,INTL,0.68,1.04
2301,XiMiLu,1,0,Fade,17,15,8,4,1,1,221.14,game-changers,INTL,0.77,0.63
2302,WawaLee,1,0,Breach,14,16,8,0,2,1,176.18,game-changers,INTL,0.64,0.69
2303,Lizhi,1,0,Raze,16,13,5,4,3,0,185.68,game-changers,INTL,0.73,1.02
2304,Clem,1,0,Cypher,15,18,8,2,6,0,218.32,game-changers,INTL,0.68,0.85
2325,mmonch,1,0,Viper,21,11,7,1,2,1,261.25,game-changers,LATAM,1.05,0.95
2326,Ivy,1,0,Raze,15,14,9,2,3,0,247.0,game-changers,LATAM,0.75,0.79
2327,JuW,1,0,Fade,17,11,6,3,1,1,222.75,game-changers,LATAM,0.85,0.83
2328,ChloeZerA,1,0,Sage,12,10,4,1,2,0,147.7,game-changers,LATAM,0.6,0.54
2329,ICamii,1,0,Astra,16,11,1,3,2,0,210.05,game-changers,LATAM,0.8,0.76
2330,Felipa,1,0,Breach,17,18,13,3,1,1,213.71,vct-international,EMEA,0.71,0.79
2331,Alkyia,1,0,Raze,20,18,5,3,6,0,244.21,vct-international,EMEA,0.83,0.81
2332,Vania,1,0,Brimstone,16,16,14,1,3,0,190.46,vct-international,EMEA,0.67,1.31
2333,eva,1,0,Skye,19,14,11,1,1,0,206.83,vct-international,EMEA,0.79,0.83
2334,Wens,1,0,Viper,16,14,2,3,2,0,174.79,vct-international,EMEA,0.67,0.47
2335,shyz,0,1,Fade,9,17,6,0,1,1,96.5,game-changers,LATAM,0.38,0.32
2336,micaela,0,1,Raze,15,18,3,2,6,0,199.79,game-changers,LATAM,0.62,1.32
2337,kalita,0,1,Skye,20,20,5,4,2,0,238.21,game-changers,LATAM,0.83,0.72
2338,conir,0,1,Brimstone,17,17,13,4,2,0,219.46,vct-challengers,LATAM,0.71,0.71
2339,romi,0,1,Viper,19,16,3,3,0,2,219.71,game-changers,LATAM,0.79,1.08
2395,Petra,1,0,Skye,15,7,3,2,1,0,251.33,game-changers,EMEA,1.0,1.47
2396,mimi,1,0,Breach,12,4,11,1,0,0,204.0,game-changers,EMEA,0.8,0.69
2397,Glance,1,0,Omen,10,8,5,2,2,0,190.33,game-changers,EMEA,0.67,0.36
2398,roxi,1,0,Cypher,18,6,3,2,0,0,305.0,game-changers,EMEA,1.2,1.63
2399,Mary,1,0,Raze,18,7,3,5,0,0,301.47,game-changers,EMEA,1.2,1.09
2420,m4ndfreak,1,0,KAY/O,21,15,14,2,3,0,276.0,game-changers,BR,0.95,0.86
2421,krysme,1,0,Killjoy,15,12,1,3,2,1,204.86,game-changers,BR,0.68,0.76
2423,lissA,1,0,Omen,14,15,13,2,1,1,181.68,game-changers,BR,0.64,0.5
2424,jellykitt,1,0,Jett,20,15,1,4,1,0,240.45,game-changers,BR,0.91,0.81
2425,srN,0,1,Jett,20,18,4,4,7,0,241.05,game-changers,BR,0.91,1.99
2426,antg,0,1,Omen,17,18,11,2,3,0,223.59,game-changers,BR,0.77,0.72
2427,sayuri,0,1,KAY/O,11,16,15,0,1,1,147.64,game-changers,BR,0.5,0.52
2428,mell1,0,1,Sova,11,15,8,1,1,0,152.45,game-changers,BR,0.5,0.7
2429,nanah,0,1,Killjoy,14,14,1,2,1,0,167.95,game-changers,BR,0.64,0.69
2440,florescent,1,0,Raze,14,5,4,5,4,0,258.6,vct-challengers,NA,0.93,1.4
2445,XiMiLu,0,1,Fade,7,14,3,1,2,1,145.13,game-changers,INTL,0.47,0.38
2447,Clem,0,1,Cypher,9,14,1,1,1,0,175.67,game-changers,INTL,0.6,0.51
2448,WawaLee,0,1,Breach,2,14,7,0,1,0,77.87,game-changers,INTL,0.13,0.12
2449,YusinGC,0,1,Omen,5,14,5,1,0,1,117.93,game-changers,INTL,0.33,0.49
2490,florescent,0,1,Raze,18,16,2,5,6,0,252.65,vct-challengers,NA,0.9,2.09
2495,bizerra,1,0,Chamber,27,11,5,4,0,2,343.6,game-changers,BR,1.35,1.23
2496,bstrdd,1,0,Raze,19,17,3,6,1,0,279.3,game-changers,BR,0.95,0.55
2497,daiki,1,0,Skye,8,14,10,1,3,1,117.5,game-changers,BR,0.4,0.34
2498,isaa,1,0,Viper,9,13,6,2,2,0,130.8,game-changers,BR,0.45,0.35
2499,Joojina,1,0,Omen,14,14,10,1,0,0,184.4,game-changers,BR,0.7,0.81
2505,shyz,1,0,Breach,15,8,3,2,1,0,223.62,game-changers,LATAM,0.94,1.31
2506,romi,1,0,Cypher,18,4,6,1,0,0,291.06,game-changers,LATAM,1.12,0.86
2507,kalita,1,0,Sage,13,7,10,3,0,0,241.31,game-changers,LATAM,0.81,0.65
2508,conir,1,0,Brimstone,17,7,12,4,1,0,310.31,vct-challengers,LATAM,1.06,1.43
2509,micaela,1,0,Raze,12,8,5,3,1,0,211.56,game-changers,LATAM,0.75,0.69
2516,Ivy,1,0,Killjoy,12,13,2,1,3,0,164.81,game-changers,LATAM,0.57,0.53
2517,mmonch,1,0,Viper,18,12,8,3,3,0,255.24,game-changers,LATAM,0.86,0.69
2518,JuW,1,0,Sage,11,13,8,1,2,0,161.62,game-changers,LATAM,0.52,0.54
2519,ICamii,1,0,Astra,15,12,13,1,2,0,190.29,game-changers,LATAM,0.71,0.68
2555,conir,1,0,Viper,10,12,7,4,2,0,197.0,vct-challengers,LATAM,0.59,0.48
2556,kalita,1,0,Sova,15,7,5,2,0,0,232.82,game-changers,LATAM,0.88,0.81
2557,romi,1,0,Killjoy,22,9,3,0,0,0,354.71,game-changers,LATAM,1.29,1.74
2558,shyz,1,0,KAY/O,8,10,8,2,1,0,124.71,game-changers,LATAM,0.47,0.37
2559,micaela,1,0,Jett,16,10,2,5,1,0,253.65,game-changers,LATAM,0.94,0.64
2590,Petra,1,0,Skye,14,15,5,0,3,0,179.32,game-changers,EMEA,0.64,0.78
2591,mimi,1,0,Breach,15,13,15,0,2,3,207.55,game-changers,EMEA,0.68,0.94
2592,Glance,1,0,Omen,18,14,10,2,1,0,242.59,game-changers,EMEA,0.82,0.69
2593,roxi,1,0,Cypher,17,17,5,3,2,0,209.82,game-changers,EMEA,0.77,0.72
2594,sarah2,1,0,Raze,17,16,6,5,4,0,244.14,game-changers,EMEA,0.77,1.08
2595,Vania,0,1,Omen,22,14,8,0,0,1,280.73,vct-international,EMEA,1.0,0.73
2596,Alkyia,0,1,Jett,19,17,2,8,4,0,240.59,vct-international,EMEA,0.86,0.66
2597,eva,0,1,Skye,12,14,7,0,0,0,154.77,vct-international,EMEA,0.55,0.43
2598,Felipa,0,1,Sage,11,18,2,2,3,0,139.0,vct-international,EMEA,0.5,0.52
2599,rayka,0,1,Cypher,11,18,6,2,3,0,158.77,vct-international,EMEA,0.5,0.43
2605,shyz,1,0,Killjoy,11,11,5,2,2,0,163.95,game-changers,LATAM,0.55,0.65
2606,romi,1,0,Viper,21,13,10,3,2,1,286.35,game-changers,LATAM,1.05,1.65
2607,micaela,1,0,Jett,16,14,2,5,3,0,232.95,game-changers,LATAM,0.8,0.76
2608,kalita,1,0,Skye,10,13,20,0,1,0,156.5,game-changers,LATAM,0.5,0.45
2609,conir,1,0,Harbor,18,13,10,0,2,1,237.75,vct-challengers,LATAM,0.9,0.69
2660,shyz,0,1,Fade,17,15,4,0,3,0,226.9,game-changers,LATAM,0.85,0.83
2661,micaela,0,1,Raze,15,17,3,3,5,0,221.75,game-changers,LATAM,0.75,1.09
2662,kalita,0,1,Skye,11,16,12,2,2,0,175.5,game-changers,LATAM,0.55,0.35
2663,conir,0,1,Brimstone,14,15,8,2,2,0,206.65,vct-challengers,LATAM,0.7,0.81
2664,romi,0,1,Viper,14,14,2,1,0,1,194.35,game-changers,LATAM,0.7,0.61
2685,mmonch,1,0,Viper,14,8,9,4,3,0,255.35,game-changers,LATAM,0.82,1.91
2686,JuW,1,0,Sage,13,6,6,3,0,1,231.35,game-changers,LATAM,0.76,0.77
2688,ICamii,1,0,Astra,24,6,7,2,0,0,329.53,game-changers,LATAM,1.41,0.95
2689,Ivy,1,0,Skye,14,5,8,1,0,0,201.59,game-changers,LATAM,0.82,1.09
2700,Vania,1,0,Omen,19,15,10,1,2,0,224.83,vct-international,EMEA,0.83,0.93
2701,eva,1,0,Sova,22,12,3,1,0,0,226.0,vct-international,EMEA,0.96,1.0
2702,Felipa,1,0,Breach,19,14,12,0,1,1,231.13,vct-international,EMEA,0.83,0.67
2703,Wens,1,0,Killjoy,14,13,5,2,2,0,173.48,vct-international,EMEA,0.61,0.5
2704,Alkyia,1,0,Jett,17,17,4,9,5,0,218.3,vct-international,EMEA,0.74,0.54
2715,srN,1,0,Jett,18,11,2,6,2,0,271.17,game-changers,BR,1.0,0.89
2716,antg,1,0,Omen,17,8,13,1,0,0,270.94,game-changers,BR,0.94,1.05
2717,sayuri,1,0,Breach,17,8,12,3,0,0,272.5,game-changers,BR,0.94,0.83
2718,mell1,1,0,Sova,16,11,6,4,0,0,238.72,game-changers,BR,0.89,0.99
2719,nanah,1,0,Killjoy,7,8,2,1,1,1,96.78,game-changers,BR,0.39,0.24
2735,shyz,0,1,Killjoy,12,13,3,1,2,0,193.78,game-changers,LATAM,0.67,1.0
2736,romi,0,1,Viper,15,15,3,2,4,0,245.5,game-changers,LATAM,0.83,1.25
2737,micaela,0,1,Raze,7,14,3,1,4,0,128.67,game-changers,LATAM,0.39,0.35
2738,conir,0,1,Omen,10,14,2,1,0,1,166.89,vct-challengers,LATAM,0.56,1.02
2739,kalita,0,1,Skye,8,14,7,1,2,0,161.89,game-changers,LATAM,0.44,0.36
2740,Petra,1,0,Skye,12,10,6,2,4,1,202.88,game-changers,EMEA,0.75,0.56
2741,mimi,1,0,Viper,19,8,6,1,1,2,308.12,game-changers,EMEA,1.19,1.28
2742,Glance,1,0,Omen,12,11,8,0,1,0,191.06,game-changers,EMEA,0.75,0.94
2743,roxi,1,0,Killjoy,7,10,1,2,0,0,127.25,game-changers,EMEA,0.44,0.37
2744,sarah2,1,0,Jett,21,11,2,3,2,0,346.38,game-changers,EMEA,1.31,2.21
2765,conir,1,0,Viper,25,12,8,2,3,2,304.48,vct-challengers,LATAM,1.09,1.12
2766,micaela,1,0,Jett,24,15,2,5,3,0,262.7,game-changers,LATAM,1.04,0.74
2767,romi,1,0,Killjoy,11,18,8,1,2,0,158.87,game-changers,LATAM,0.48,0.34
2768,kalita,1,0,Sova,18,14,9,4,0,1,214.83,game-changers,LATAM,0.78,0.69
2769,shyz,1,0,KAY/O,7,18,19,1,2,0,131.09,game-changers,LATAM,0.3,0.21
2787,florescent,1,0,Jett,21,6,1,7,0,0,342.4,vct-challengers,NA,1.4,1.17
2800,florescent,1,0,Jett,18,11,3,5,2,0,268.21,vct-challengers,NA,0.95,1.21
2805,bizerra,0,1,KAY/O,5,18,6,1,2,0,94.37,game-changers,BR,0.26,0.3
2806,bstrdd,0,1,Jett,13,16,1,5,6,0,190.42,game-changers,BR,0.68,0.53
2807,daiki,0,1,Sova,5,15,8,1,2,0,107.68,game-changers,BR,0.26,0.3
2808,isaa,0,1,Killjoy,11,16,3,1,0,1,191.74,game-changers,BR,0.58,0.66
2809,Joojina,0,1,Omen,18,14,4,0,1,0,259.53,game-changers,BR,0.95,1.31
2820,JuW,1,0,Fade,9,14,14,2,2,0,146.67,game-changers,LATAM,0.43,0.44
2821,mmonch,1,0,Viper,17,11,7,5,0,1,241.48,game-changers,LATAM,0.81,0.63
2822,Ivy,1,0,KAY/O,14,12,12,2,3,0,196.19,game-changers,LATAM,0.67,0.79
2823,ChloeZerA,1,0,Killjoy,9,13,5,1,0,0,130.29,game-changers,LATAM,0.43,0.44
2824,ICamii,1,0,Brimstone,23,11,11,4,1,1,298.81,game-changers,LATAM,1.1,1.9
2855,Petra,1,0,Skye,15,7,4,1,2,1,223.59,game-changers,EMEA,0.94,1.06
2856,mimi,1,0,Sage,19,10,5,2,0,0,292.41,game-changers,EMEA,1.19,1.78
2857,Glance,1,0,Harbor,7,7,6,0,0,1,96.65,game-changers,EMEA,0.44,0.62
2858,roxi,1,0,Viper,7,10,5,1,3,0,126.06,game-changers,EMEA,0.44,0.5
2859,Mary,1,0,Raze,17,10,5,5,2,1,287.12,game-changers,EMEA,1.06,2.31
2860,shyz,0,1,Killjoy,8,14,2,2,0,0,175.44,game-changers,LATAM,0.5,0.38
2861,micaela,0,1,Raze,10,15,1,2,3,0,186.75,game-changers,LATAM,0.62,0.73
2862,kalita,0,1,Skye,10,14,4,1,2,1,169.62,game-changers,LATAM,0.62,0.48
2863,conir,0,1,Omen,6,15,2,1,2,0,113.0,vct-challengers,LATAM,0.38,0.36
2864,romi,0,1,Viper,10,16,1,1,2,0,182.0,game-changers,LATAM,0.62,0.73
2875,srN,1,0,Jett,24,12,4,8,3,0,336.8,game-changers,BR,1.2,2.06
2876,antg,1,0,Omen,10,16,12,1,0,0,159.5,game-changers,BR,0.5,0.55
2877,sayuri,1,0,KAY/O,19,10,19,1,1,0,266.65,game-changers,BR,0.95,0.95
2878,mell1,1,0,Sova,18,11,9,2,0,0,244.3,game-changers,BR,0.9,0.89
